"id_trecho_,N,10,0","vl_br,C,3","sg_uf,C,2","nm_tipo_tr,C,254","sg_tipo_tr,C,1","desc_coinc,C,254","vl_codigo,C,20","ds_local_i,C,254","ds_local_f,C,254","vl_km_inic,N,19,8","vl_km_fina,N,19,8","vl_extensa,N,19,8","ds_sup_fed,C,254","ds_obra,C,3","ul,C,254","ds_coinc,C,254","ds_tipo_ad,C,254","ds_ato_leg,C,254","est_coinc,C,254","sup_est_co,C,254","ds_jurisdi,C,254","ds_superfi,C,254","ds_legenda,C,254","sg_legenda,C,254","leg_multim,C,254","versao_snv,C,15","id_versao,N,10,0","marcador,C,254"
162181,101,PE,Eixo Principal,B,-,101BPE0578,ACESSO NORTE XEXÉU,ACESSO SUL XEXÉU,203.1,205.9,2.8,DUP,,Recife,101BPE0578,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
162180,101,PE,Eixo Principal,B,-,101BPE0580,ACESSO SUL XEXÉU,DIV PE/AL (FIM PONTE S/RIO JACUÍPE),205.9,214.5,8.6,DUP,,Recife,101BPE0580,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151988,101,PR,Eixo Principal,B,-,101BPR3740,DIV SP/PR,ENTR PR-405,0,25,25,PLA,,,101BPR3740,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151989,101,PR,Eixo Principal,B,-,101BPR3750,ENTR PR-405,ENTR PR-340 (ANTONINA),25,75,50,PLA,,,101BPR3750,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151990,101,PR,Eixo Principal,B,-,101BPR3760,ENTR PR-340 (ANTONINA),ENTR BR-101/277/PR-408,75,95,20,PLA,,,101BPR3760,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151991,101,PR,Eixo Principal,B,-,101BPR3790,ENTR BR-101/277/PR-408,ENTR BR-101/376 (DIV PR/SC),95,155,60,PLA,,,101BPR3790,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
151908,101,RJ,Eixo Principal,B,-,101BRJ2650,DIV ES/RJ,ENTR RJ-230,0,12.7,12.7,PAV,,Campos,101BRJ2650,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151909,101,RJ,Eixo Principal,B,-,101BRJ2670,ENTR RJ-230,ENTR BR-101/492/RJ-204 (MORRO DO COCO),12.7,19.2,6.5,PAV,,Campos,101BRJ2670,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151910,101,RJ,Eixo Principal,B,-,101BRJ2690,ENTR BR-101/492/RJ-204 (MORRO DO COCO),ENTR RJ-228 (CONSELHEIRO JOSINO),19.2,33.8,14.6,PAV,,Campos,101BRJ2690,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151911,101,RJ,Eixo Principal,B,-,101BRJ2710,ENTR RJ-228 (CONSELHEIRO JOSINO),ENTR RJ-224 (ACESSO TRAVESSÃO),33.8,46.9,13.1,PAV,,Campos,101BRJ2710,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151912,101,RJ,Eixo Principal,B,-,101BRJ2730,ENTR RJ-224 (ACESSO TRAVESSÃO),ENTR BR-101/356/RJ-194,46.9,63,16.1,PAV,,Campos,101BRJ2730,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151913,101,RJ,Eixo Principal,B,-,101BRJ2732,ENTR BR-101/356/RJ-194,ENTR RJ-158 (CAMPOS),63,63.3,0.3,PAV,,Campos,101BRJ2732;356BRJ0391,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151914,101,RJ,Eixo Principal,B,-,101BRJ2750,ENTR RJ-158 (CAMPOS),ENTR BR-101/356/RJ-356 (TREVO DO INDIO - CAMPOS DOS GOYTACAZES),63.3,66.6,3.3,PAV,,Campos,101BRJ2750;356BRJ0393,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151915,101,RJ,Eixo Principal,B,-,101BRJ2770,ENTR BR-101/356/RJ-356 (TREVO DO INDIO - CAMPOS DOS GOYTACAZES),ENTR RJ-208 (URURAÍ),66.6,73.8,7.2,PAV,,Campos,101BRJ2770,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151916,101,RJ,Eixo Principal,B,-,101BRJ2790,ENTR RJ-208 (URURAÍ),ENTR RJ-180(A) (P/PONTA DA LAMA),73.8,78.9,5.1,PAV,,Campos,101BRJ2790,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151917,101,RJ,Eixo Principal,B,-,101BRJ2810,ENTR RJ-180(A) (P/PONTA DA LAMA),ENTR RJ-180(B) (P/DORES DE MACABÚ),78.9,110.9,32,PAV,,Campos,101BRJ2810,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151918,101,RJ,Eixo Principal,B,-,101BRJ2811,ENTR RJ-180(B) (P/DORES DE MACABÚ),ENTR RJ-180(C) (P/SANTO ANTÔNIO DO IMBÉ),110.9,120.1,9.2,PAV,,Campos,101BRJ2811,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151919,101,RJ,Eixo Principal,B,-,101BRJ2826,ENTR RJ-180(C) (P/SANTO ANTÔNIO DO IMBÉ),INÍCIO DE PISTA DUPLA,120.1,123.2,3.1,PAV,,Campos,101BRJ2826,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151920,101,RJ,Eixo Principal,B,-,101BRJ2840,INÍCIO DE PISTA DUPLA,ENTR RJ-196,123.2,125,1.8,DUP,,Campos,101BRJ2840,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151921,101,RJ,Eixo Principal,B,-,101BRJ2850,ENTR RJ-196,ENTR RJ-182,125,138.5,13.5,DUP,,Campos,101BRJ2850,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151922,101,RJ,Eixo Principal,B,-,101BRJ2860,ENTR RJ-182,ENTR RJ-106 (FAZENDA DOS QUARENTA),138.5,144.5,6,DUP,,Campos,101BRJ2860,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151924,101,RJ,Eixo Principal,B,-,101BRJ2890,ENTR RJ-106 (FAZENDA DOS QUARENTA),FIM DA DUPLICAÇÃO,144.5,144.7,0.2,PAV,,Campos,101BRJ2890,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
159932,101,RJ,Eixo Principal,B,-,101BRJ2900,FIM DA DUPLICAÇÃO,ENTR RJ-168 (P/MACAÉ),144.7,169.5,24.8,PAV,,Campos,101BRJ2900,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151925,101,RJ,Eixo Principal,B,-,101BRJ2910,ENTR RJ-168 (P/MACAÉ),INÍCIO DA DUPLICAÇÃO,169.5,190.2,20.7,PAV,,Campos,101BRJ2910,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
159933,101,RJ,Eixo Principal,B,-,101BRJ2920,INÍCIO DA DUPLICAÇÃO,ENTR RJ-162 (P/RIO DOURADO),190.2,190.6,0.4,DUP,,Campos,101BRJ2920,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151926,101,RJ,Eixo Principal,B,-,101BRJ2930,ENTR RJ-162 (P/RIO DOURADO),ENTR BR-101/120RJ-142 (CASIMIRO DE ABREU),190.6,206.1,15.5,PAV,,Campos,101BRJ2930,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151927,101,RJ,Eixo Principal,B,-,101BRJ2950,ENTR BR-101/120RJ-142 (CASIMIRO DE ABREU),ENTR RJ-140 (P/SILVA JARDIM),206.1,236.7,30.6,PAV,,Campos,101BRJ2950,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151928,101,RJ,Eixo Principal,B,-,101BRJ2970,ENTR RJ-140 (P/SILVA JARDIM),ENTR RJ-124 (RIO BONITO),236.7,261.7,25,PAV,,Campos,101BRJ2970,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151929,101,RJ,Eixo Principal,B,-,101BRJ2990,ENTR RJ-124 (RIO BONITO),ENTR RJ-120 (BASÍLIO),261.7,270.4,8.7,DUP,,Campos,101BRJ2990,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151930,101,RJ,Eixo Principal,B,-,101BRJ3010,ENTR RJ-120 (BASÍLIO),ACESSO LESTE ITABORAÍ (DUQUES),270.4,282.9,12.5,DUP,,Campos,101BRJ3010,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151931,101,RJ,Eixo Principal,B,-,101BRJ3030,ACESSO LESTE ITABORAÍ (DUQUES),ENTR RJ-114,282.9,286.8,3.9,DUP,,Campos,101BRJ3030,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151932,101,RJ,Eixo Principal,B,-,101BRJ3050,ENTR RJ-114,ACESSO OESTE ITABORAÍ,286.8,293.3,6.5,DUP,,Campos,101BRJ3050,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151933,101,RJ,Eixo Principal,B,-,101BRJ3060,ACESSO OESTE ITABORAÍ,ENTR BR-101/493 (MANILHA),293.3,297.4,4.1,DUP,,Campos,101BRJ3060,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151934,101,RJ,Eixo Principal,B,-,101BRJ3070,ENTR BR-101/493 (MANILHA),ENTR RJ-104,297.4,298,0.6,DUP,,Campos,101BRJ3070,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151935,101,RJ,Eixo Principal,B,-,101BRJ3090,ENTR RJ-104,ACESSO PTE PRES COSTA E SILVA (NITERÓI),298,322.1,24.1,DUP,,Campos,101BRJ3090,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151936,101,RJ,Eixo Principal,B,-,101BRJ3110,ACESSO PTE PRES COSTA E SILVA (NITERÓI),ACESSO A LINHA VERMELHA,322.1,333.7,11.6,DUP,,Seropédica,101BRJ3110,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
162083,101,RJ,Eixo Principal,B,-,101BRJ3120,ACESSO A LINHA VERMELHA,ENTR BR-040/101 (ACESSO PONTE RIO-NITERÓI),333.7,334.5,0.8,DUP,,Seropédica,101BRJ3120,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151937,101,RJ,Eixo Principal,B,Coinc,101BRJ3130,ENTR BR-040/101 (ACESSO PONTE RIO-NITERÓI),ENTR RJ-071 (LINHA VERMELHA),334.5,335.3,0.8,DUP,,Seropédica,040BRJ1050;101BRJ3130,Convênio Adm.Federal/Municipal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151938,101,RJ,Eixo Principal,B,Coinc,101BRJ3150,ENTR RJ-071 (LINHA VERMELHA),PORTAL DE PETRÓPOLIS,335.3,336.1,0.8,DUP,,Seropédica,040BRJ1030;101BRJ3150,Convênio Adm.Federal/Municipal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151939,101,RJ,Eixo Principal,B,Coinc,101BRJ3160,PORTAL DE PETRÓPOLIS,ENTR RJ-087 (VIADUTO DE MANGUINHOS),336.1,339,2.9,DUP,,Seropédica,040BRJ1010;101BRJ3160,Convênio Adm.Federal/Municipal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151940,101,RJ,Eixo Principal,B,Coinc,101BRJ3170,ENTR RJ-087 (VIADUTO DE MANGUINHOS),ENTR BR-040/116/101 (TREVO DAS MISSÕES),339,347.1,8.1,DUP,,Seropédica,040BRJ1000;101BRJ3170,Convênio Adm.Federal/Municipal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151941,101,RJ,Eixo Principal,B,-,101BRJ3190,ENTR BR-040/116/101 (TREVO DAS MISSÕES),ENTR RJ-101 (PARADA DE LUCAS),347.1,348.4,1.3,DUP,,Seropédica,101BRJ3190;116BRJ1770,Convênio Adm.Federal/Municipal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151942,101,RJ,Eixo Principal,B,-,101BRJ3200,ENTR RJ-101 (PARADA DE LUCAS),ENTR BR-101/116 (TREVO DAS MARGARIDAS),348.4,350.4,2,DUP,,Seropédica,101BRJ3200;116BRJ1780,Convênio Adm.Federal/Municipal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151943,101,RJ,Eixo Principal,B,-,101BRJ3210,ENTR BR-101/116 (TREVO DAS MARGARIDAS),ENTR RJ-083,350.4,353.2,2.8,DUP,,Seropédica,101BRJ3210,Convênio Adm.Federal/Municipal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151944,101,RJ,Eixo Principal,B,-,101BRJ3230,ENTR RJ-083,ENTR BR-101/465/ESTRADA RIO-SÃO PAULO,353.2,380.8,27.6,DUP,,Seropédica,101BRJ3230,Convênio Adm.Federal/Municipal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151947,101,RJ,Eixo Principal,B,-,101BRJ3270,ENTR BR-101/465/ESTRADA RIO-SÃO PAULO,ENTR BR-101/465 (SANTA CRUZ),380.8,390.1,9.3,DUP,,Seropédica,101BRJ3270;465BRJ0090,Convênio Adm.Federal/Municipal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151948,101,RJ,Eixo Principal,B,-,101BRJ3290,ENTR BR-101/465 (SANTA CRUZ),DIV MUNICIPAL RIO DE JANEIRO/ITAGUAÍ (TREVO P/ CASA DA MOEDA),390.1,396.1,6,DUP,,Seropédica,101BRJ3290,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151949,101,RJ,Eixo Principal,B,-,101BRJ3310,DIV MUNICIPAL RIO DE JANEIRO/ITAGUAÍ (TREVO P/ CASA DA MOEDA),ENTR RJ-099/109 (P/ITAGUAÍ),396.1,398.4,2.3,DUP,,Seropédica,101BRJ3310,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151950,101,RJ,Eixo Principal,B,-,101BRJ3320,ENTR RJ-099/109 (P/ITAGUAÍ),ENTR RJ-125,398.4,400.4,2,DUP,,Seropédica,101BRJ3320,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151951,101,RJ,Eixo Principal,B,-,101BRJ3330,ENTR RJ-125,ENTR RJ-079,400.4,406.1,5.7,DUP,,Seropédica,101BRJ3330,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151952,101,RJ,Eixo Principal,B,-,101BRJ3335,ENTR RJ-079,ENTR BR-101/493 (ITAGUAÍ),406.1,408,1.9,DUP,,Seropédica,101BRJ3335,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
159938,101,RJ,Eixo Principal,B,-,101BRJ3337,ENTR BR-101/493 (ITAGUAÍ),TREVO DE ACESSO À ITACURUÇÁ,408,416.5,8.5,DUP,,Seropédica,101BRJ3337,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151953,101,RJ,Eixo Principal,B,-,101BRJ3340,TREVO DE ACESSO À ITACURUÇÁ,ACESSO MANGARATIBA,416.5,428.6,12.1,PAV,,Seropédica,101BRJ3340,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151954,101,RJ,Eixo Principal,B,-,101BRJ3345,ACESSO MANGARATIBA,ENTR RJ-149 (P/RIO CLARO),428.6,433.1,4.5,PAV,,Seropédica,101BRJ3345,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151955,101,RJ,Eixo Principal,B,-,101BRJ3350,ENTR RJ-149 (P/RIO CLARO),ENTR BR-101/494 (SAPINHATUBA MONTE CASTELO),433.1,481.9,48.8,PAV,,Seropédica,101BRJ3350,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151956,101,RJ,Eixo Principal,B,-,101BRJ3370,ENTR BR-101/494 (SAPINHATUBA MONTE CASTELO),ENTR BR-101/494/RJ-155,481.9,495.7,13.8,PAV,,Seropédica,101BRJ3370;494BRJ0430,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151957,101,RJ,Eixo Principal,B,-,101BRJ3390,ENTR BR-101/494/RJ-155,ENTR BR-101/459 (ACESSO LESTE MAMBUCABA),495.7,529.2,33.5,PAV,,Seropédica,101BRJ3390,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151958,101,RJ,Eixo Principal,B,-,101BRJ3410,ENTR BR-101/459 (ACESSO LESTE MAMBUCABA),ENTR BR-101/459/AV.ROBERTO SILVEIRA (PARATY),529.2,575.5,46.3,PAV,,Seropédica,101BRJ3410;459BRJ0310,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151959,101,RJ,Eixo Principal,B,-,101BRJ3430,ENTR BR-101/459/AV.ROBERTO SILVEIRA (PARATY),DIV RJ/SP,575.5,599,23.5,PAV,,Seropédica,101BRJ3430,Concessão Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
151686,101,RN,Eixo Principal,B,-,101BRN0010,TOUROS (FAROL DO CALCANHAR),ENTR RN-221 (P/SÃO MIGUEL DO GOSTOSO),0,1.9,1.9,PAV,,Macaíba,101BRN0010,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151687,101,RN,Eixo Principal,B,-,101BRN0015,ENTR RN-221 (P/SÃO MIGUEL DO GOSTOSO),ENTR RN-064/023 (P/TOUROS),1.9,6.1,4.2,PAV,,Macaíba,101BRN0015,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151688,101,RN,Eixo Principal,B,-,101BRN0020,ENTR RN-064/023 (P/TOUROS),ENTR RN-021 (P/RIO DO FOGO),6.1,20.4,14.3,PAV,,Macaíba,101BRN0020,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151689,101,RN,Eixo Principal,B,-,101BRN0030,ENTR RN-021 (P/RIO DO FOGO),ACESSO ZUMBI,20.4,30.3,9.9,PAV,,Macaíba,101BRN0030,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151690,101,RN,Eixo Principal,B,-,101BRN0032,ACESSO ZUMBI,ACESSO PITITINGA,30.3,35.1,4.8,PAV,,Macaíba,101BRN0032,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151691,101,RN,Eixo Principal,B,-,101BRN0034,ACESSO PITITINGA,ACESSO MARACAJAÚ,35.1,41.5,6.4,PAV,,Macaíba,101BRN0034,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151692,101,RN,Eixo Principal,B,-,101BRN0036,ACESSO MARACAJAÚ,ACESSO CARAÚBAS,41.5,44.8,3.3,PAV,,Macaíba,101BRN0036,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151693,101,RN,Eixo Principal,B,-,101BRN0040,ACESSO CARAÚBAS,ENTR RN-160(A) (P/MURIÚ E MAXARANGUAPE),44.8,58.2,13.4,PAV,,Macaíba,101BRN0040,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151694,101,RN,Eixo Principal,B,-,101BRN0050,ENTR RN-160(A) (P/MURIÚ E MAXARANGUAPE),ENTR RN-160(B) (P/COQUEIROS),58.2,65.3,7.1,PAV,,Macaíba,101BRN0050,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151695,101,RN,Eixo Principal,B,-,101BRN0055,ENTR RN-160(B) (P/COQUEIROS),ENTR RN-305 (P/PITANGUI),65.3,66.2,0.9,PAV,,Macaíba,101BRN0055,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151696,101,RN,Eixo Principal,B,-,101BRN0060,ENTR RN-305 (P/PITANGUI),ENTR RN-160(C)/307(P/ GENIPABU),66.2,69,2.8,PAV,,Macaíba,101BRN0060,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151697,101,RN,Eixo Principal,B,-,101BRN0062,ENTR RN-160(C)/307(P/ GENIPABU),ACESSO PAJUÇARA (AV. MOEMA TINÔCO),69,72.8,3.8,PAV,,Macaíba,101BRN0062,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
158794,101,RN,Eixo Principal,B,-,101BRN0065,ACESSO PAJUÇARA (AV. MOEMA TINÔCO),ENTR RN-160 (P/EXTREMOZ),72.8,75.2,2.4,PAV,,Macaíba,101BRN0065,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
151698,101,RN,Eixo Principal,B,-,101BRN0070,ENTR RN-160 (P/EXTREMOZ),ENTR BR-101/406 (NATAL),75.2,80.6,5.4,DUP,,Macaíba,101BRN0070,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151699,101,RN,Eixo Principal,B,-,101BRN0075,ENTR BR-101/406 (NATAL),ENTR RN-160 (P/SÃO GONÇALO DO AMARANTE),80.6,82.9,2.3,DUP,,Macaíba,101BRN0075;406BRN0150,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151700,101,RN,Eixo Principal,B,-,101BRN0080,ENTR RN-160 (P/SÃO GONÇALO DO AMARANTE),AV.DR. JOÃO MEDEIROS FILHO (NATAL),82.9,84.5,1.6,DUP,,Macaíba,101BRN0080;406BRN0160,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151701,101,RN,Eixo Principal,B,-,101BRN0085,AV.DR. JOÃO MEDEIROS FILHO (NATAL),INÍCIO PONTE S/RIO POTENGI - PONTE PRESIDENTE COSTA E SILVA,84.5,85.4,0.9,DUP,,Macaíba,101BRN0085;406BRN0170,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151702,101,RN,Eixo Principal,B,-,101BRN0090,INÍCIO PONTE S/RIO POTENGI - PONTE PRESIDENTE COSTA E SILVA,FIM PONTE S/RIO POTENGI,85.4,86,0.6,DUP,,Macaíba,101BRN0090,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
159950,101,RN,Eixo Principal,B,-,101BRN0095,FIM PONTE S/RIO POTENGI,ENTR BR-101/226 (VIADUTO DA URBANA),86,88,2,DUP,,Macaíba,101BRN0095,Convênio Adm.Federal/Municipal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
151703,101,RN,Eixo Principal,B,-,101BRN0100,ENTR BR-101/226 (VIADUTO DA URBANA),ENTR BR-101/304 (COMPLEXO VIÁRIO DO 4º CENTENÁRIO/NATAL),88,93.4,5.4,DUP,,Macaíba,101BRN0100,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151704,101,RN,Eixo Principal,B,-,101BRN0110,ENTR BR-101/304 (COMPLEXO VIÁRIO DO 4º CENTENÁRIO/NATAL),ENTR RN-063 (P/PONTA NEGRA),93.4,95.8,2.4,DUP,,Macaíba,101BRN0110;304BRN0410,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151705,101,RN,Eixo Principal,B,-,101BRN0120,ENTR RN-063 (P/PONTA NEGRA),ACESSO À BASE AÉREA,95.8,100.4,4.6,DUP,,Macaíba,101BRN0120;304BRN0395,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
164610,101,RN,Eixo Principal,B,-,101BRN0125,ACESSO À BASE AÉREA,ENTR BR-101/304 (COMPLEXO VIÁRIO TRAMPOLIM DA VITÓRIA),100.4,104.1,3.7,DUP,,Macaíba,101BRN0125;304BRN0390,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151706,101,RN,Eixo Principal,B,-,101BRN0132,ENTR BR-101/304 (COMPLEXO VIÁRIO TRAMPOLIM DA VITÓRIA),ENTR RN-313 (P/PIUM),104.1,109.4,5.3,DUP,,Macaíba,101BRN0132,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151707,101,RN,Eixo Principal,B,-,101BRN0150,ENTR RN-313 (P/PIUM),ENTR RN-316 (P/MONTE ALEGRE),109.4,116.2,6.8,DUP,,Macaíba,101BRN0150,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151708,101,RN,Eixo Principal,B,-,101BRN0165,ENTR RN-316 (P/MONTE ALEGRE),ACESSO À LAGOA DO BONFIM,116.2,118.4,2.2,DUP,,Macaíba,101BRN0165,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151709,101,RN,Eixo Principal,B,-,101BRN0167,ACESSO À LAGOA DO BONFIM,ENTR RN-063/002(A) (SÃO JOSÉ DE MIPIBÚ/NÍSIA FLORESTA),118.4,125.5,7.1,DUP,,Macaíba,101BRN0167,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151710,101,RN,Eixo Principal,B,-,101BRN0170,ENTR RN-063/002(A) (SÃO JOSÉ DE MIPIBÚ/NÍSIA FLORESTA),ENTR RN-002(B)/317 (P/SENADOR GEORGINO AVELINO/BREJINHO),125.5,129.6,4.1,DUP,,Macaíba,101BRN0170,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151711,101,RN,Eixo Principal,B,-,101BRN0180,ENTR RN-002(B)/317 (P/SENADOR GEORGINO AVELINO/BREJINHO),ENTR RN-061 (P/AREZ),129.6,141.5,11.9,DUP,,Macaíba,101BRN0180,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
151712,101,RN,Eixo Principal,B,-,101BRN0190,ENTR RN-061 (P/AREZ),ENTR RN-003 (GOIANINHA - P/ PRAIA DE PIPA),141.5,147,5.5,DUP,,Macaíba,101BRN0190,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
