rodovia_br,uf,tipo_trecho,desc_coinc,cod,inicio ,fim ,km_inicial,km_final,extensao,superf_federal,obras,fed_coinc,administracao,ato_legal,estad_coinc,superf_estad_coinc,jurisdicao,superficie,unidade_local
110,RN,Eixo Principal,-,110BRN0015,ACESSO COMUNIDADE DE PEDRINHAS,ACESSO P/ PONTA DO MEL,4.8,8.2,3.4,PAV,,110BRN0015,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0020,ACESSO P/ PONTA DO MEL,ENTR RN-011 (P/ SERRA DO MEL),8.2,10.5,2.3,PAV,,110BRN0020,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0022,ENTR RN-011 (P/ SERRA DO MEL),ENTR RN-117/AV LESTE - OESTE,10.5,46.6,36.1,PAV,,110BRN0022,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0025,ENTR RN-117/AV LESTE - OESTE,AV PRES DUTRA (INIC TRECHO DUPLICADO),46.6,48.1,1.5,PAV,,110BRN0025,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0030,AV PRES DUTRA (INIC TRECHO DUPLICADO),FIM TRECHO DUPLICADO (MOSSORÓ),48.1,49.9,1.8,DUP,,110BRN0030,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0035,FIM TRECHO DUPLICADO (MOSSORÓ),ENTR BR-110/304,49.9,50.2,0.3,PAV,,110BRN0035,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0040,ENTR BR-110/304,ENTR BR-110/304/R.DR.SÉRVULO MARCELINO (MOSSORÓ),50.2,50.9,0.7,DUP,,110BRN0040;304BRN0100,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0045,ENTR BR-110/304/R.DR.SÉRVULO MARCELINO (MOSSORÓ),ENTR RN-405,50.9,87.6,36.7,PAV,,110BRN0045,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0050,ENTR RN-405,INÍCIO DUPLICAÇÃO (UPANEMA),87.6,98.6,11,PAV,,110BRN0050,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0060,INÍCIO DUPLICAÇÃO (UPANEMA),FIM DUPLICAÇÃO (UPANEMA),98.6,100.3,1.7,DUP,,110BRN0060,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0062,FIM DUPLICAÇÃO (UPANEMA),INÍCIO DUPLICAÇÃO (CAMPO GRANDE),100.3,127.4,27.1,PAV,,110BRN0062,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0063,INÍCIO DUPLICAÇÃO (CAMPO GRANDE),FIM DUPLICAÇÃO (CAMPO GRANDE),127.4,127.8,0.4,DUP,,110BRN0063,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0065,FIM DUPLICAÇÃO (CAMPO GRANDE),ENTR BR-110/226 (ACESSO SUL CAMPO GRANDE),127.8,128.6,0.8,PAV,,110BRN0065,Federal,,,,Federal,PAV,Mossoró
110,RN,Eixo Principal,-,110BRN0070,ENTR BR-110/226 (ACESSO SUL CAMPO GRANDE),ENTR BR-110/226 (JANDUÍS),128.6,148.2,19.6,PAV,,110BRN0070;226BRN0305,Federal,,,,Federal,PAV,Pau dos Ferros
110,RN,Eixo Principal,-,110BRN0090,ENTR BR-110/226 (JANDUÍS),DIV RN/PB,148.2,161.9,13.7,PLA,,110BRN0090,Federal,,,,Federal,PLA,
110,RN,Eixo Principal,-,110BRN0150,DIV PB/RN,ENTR BR-110/427,161.9,177.6,15.7,PLA,,110BRN0150,Federal,,,,Federal,PLA,
110,RN,Eixo Principal,-,110BRN0170,ENTR BR-110/427,ENTR BR-110/427 (ACESSO OESTE SERRA NEGRA DO NORTE),177.6,184.2,6.6,PAV,,110BRN0170;427BRN0190,Federal,,,,Federal,PAV,Currais Novos
110,RN,Eixo Principal,-,110BRN0180,ENTR BR-110/427 (ACESSO OESTE SERRA NEGRA DO NORTE),DIV RN/PB,184.2,187.9,3.7,PLA,,110BRN0180,Estadual,,RN-110,PAV,Estadual,PLA,
110,RN,Contorno,-,110CRN1005,ACESSO NORTE CAMPO GRANDE,ENTR RN-233,0,3.5,3.5,PLA,,110CRN1005,Federal,,,,Federal,PLA,
110,RN,Contorno,-,110CRN1010,ENTR RN-233,ACESSO SUL CAMPO GRANDE,3.5,4.2,0.7,PLA,,110CRN1010,Federal,,,,Federal,PLA,
116,BA,Acesso,-,116ABA1005,ACESSO CANUDOS VELHO,CANUDOS VELHO,0,3.4,3.4,IMP,,116ABA1005,Federal,,,,Federal,N_PAV,Euclides da Cunha
116,BA,Acesso,-,116ABA2005,ACESSO CALDAS DO JORRO,AV. GOV. LOMANTO JÚNIOR (CALDAS DO JORRO),0,3.3,3.3,PAV,,116ABA2005,Federal,,,,Federal,PAV,Feira de Santana
116,CE,Acesso,-,116ACE1005,ENTR BR-116,AV. PRES. CASTELO BRANCO (HORIZONTE),0,0.7,0.7,DUP,,116ACE1005,Federal,,,,Federal,PAV,Fortaleza
116,BA,Eixo Principal,-,116BBA0490,INÍCIO PONTE S/RIO SÃO FRANCISCO (DIV PE/BA),FIM PONTE S/RIO SÃO FRANCISCO (IBÓ),0,0.5,0.5,PAV,,116BBA0490,Federal,,,,Federal,PAV,Euclides da Cunha
116,BA,Eixo Principal,-,116BBA0491,FIM PONTE S/RIO SÃO FRANCISCO (IBÓ),ENTR BA-210 (P/ABARÉ),0.5,9.1,8.6,PAV,,116BBA0491,Federal,,,,Federal,PAV,Euclides da Cunha
116,BA,Eixo Principal,-,116BBA0492,ENTR BA-210 (P/ABARÉ),ENTR BA-310 (P/CHORROCHO),9.1,46.5,37.4,PAV,,116BBA0492,Federal,,,,Federal,PAV,Euclides da Cunha
116,BA,Eixo Principal,-,116BBA0494,ENTR BA-310 (P/CHORROCHO),ENTR BA-311 (P/MACURURÉ),46.5,74,27.5,PAV,,116BBA0494,Federal,,,,Federal,PAV,Euclides da Cunha
116,BA,Eixo Principal,-,116BBA0496,ENTR BA-311 (P/MACURURÉ),ENTR BR-116/423 (CARAÍBAS),74,87.1,13.1,PAV,,116BBA0496,Federal,,,,Federal,PAV,Euclides da Cunha
116,BA,Eixo Principal,-,116BBA0510,ENTR BR-116/423 (CARAÍBAS),ACESSO CANUDOS VELHO,87.1,151.6,64.5,PAV,,116BBA0510,Federal,,,,Federal,PAV,Euclides da Cunha
116,BA,Eixo Principal,-,116BBA0520,ACESSO CANUDOS VELHO,ENTR BR-116/235 (BENDENGÓ),151.6,155.5,3.9,PAV,,116BBA0520,Federal,,,,Federal,PAV,Euclides da Cunha
116,BA,Eixo Principal,-,116BBA0550,ENTR BR-116/235 (BENDENGÓ),ACESSO NORTE EUCLIDES DA CUNHA,155.5,213,57.5,PAV,,116BBA0550,Federal,,,,Federal,PAV,Euclides da Cunha
116,BA,Eixo Principal,-,116BBA0560,ACESSO NORTE EUCLIDES DA CUNHA,ACESSO SUL EUCLIDES DA CUNHA,213,224,11,PAV,,116BBA0560,Federal,,,,Federal,PAV,Euclides da Cunha
116,BA,Eixo Principal,-,116BBA0570,ACESSO SUL EUCLIDES DA CUNHA,ENTR BA-381 (P/QUIJINGUE),224,234.8,10.8,PAV,,116BBA0570,Federal,,,,Federal,PAV,Euclides da Cunha
116,BA,Eixo Principal,-,116BBA0572,ENTR BA-381 (P/QUIJINGUE),ENTR BR-116/410 (TUCANO),234.8,277.8,43,PAV,,116BBA0572,Federal,,,,Federal,PAV,Euclides da Cunha
116,BA,Eixo Principal,-,116BBA0580,ENTR BR-116/410 (TUCANO),ACESSO CALDAS DO JORRO,277.8,283.2,5.4,PAV,,116BBA0580,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0585,ACESSO CALDAS DO JORRO,RIO ANGICO,283.2,312,28.8,PAV,,116BBA0585,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0591,RIO ANGICO,ENTR BA-408 (ARACI),312,321.6,9.6,PAV,,116BBA0591,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0592,ENTR BA-408 (ARACI),ENTR BR-116/349 (TEOFILÂNDIA),321.6,339.4,17.8,PAV,,116BBA0592,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0610,ENTR BR-116/349 (TEOFILÂNDIA),ENTR BA-233 (SERRINHA) (P/ BIRITINGA),339.4,357.6,18.2,PAV,EOD,116BBA0610,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0632,ENTR BA-233 (SERRINHA) (P/ BIRITINGA),ENTR BA-400,357.6,369.7,12.1,PAV,EOD,116BBA0632,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0650,ENTR BA-400,ENTR BA-402 (P/SÃO NICOLAU),369.7,388,18.3,PAV,EOD,116BBA0650,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0660,ENTR BA-402 (P/SÃO NICOLAU),ENTR BR-116/324/BA-504 (P/SANTANÓPOLIS),388,403.7,15.7,DUP,,116BBA0660,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0670,ENTR BR-116/324/BA-504 (P/SANTANÓPOLIS),COMUNIDADE DOIS DE JULHO,403.7,404.4,0.7,DUP,,116BBA0670;324BBA0320,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0690,COMUNIDADE DOIS DE JULHO,ENTR BR-116/324/BA-502/503 (FEIRA DE SANTANA),404.4,423.7,19.3,DUP,,116BBA0690;324BBA0330,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0700,ENTR BR-116/324/BA-502/503 (FEIRA DE SANTANA),AV.EDUARDO FLORES DA MOTA (ACESSO OESTE FEIRA DE SANTANA),423.7,429.5,5.8,DUP,,116BBA0700,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0710,AV.EDUARDO FLORES DA MOTA (ACESSO OESTE FEIRA DE SANTANA),ENTR BA-052 (P/ IPIRÁ),429.5,435.4,5.9,DUP,,116BBA0710,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0712,ENTR BA-052 (P/ IPIRÁ),ENTR BA-862 (P/CARDOSO),435.4,451.8,16.4,DUP,,116BBA0712,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0730,ENTR BA-862 (P/CARDOSO),ENTR BA-120 (P/SANTO ESTEVÃO),451.8,465.2,13.4,DUP,,116BBA0730,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0750,ENTR BA-120 (P/SANTO ESTEVÃO),ENTR BR-116/242 (PARAGUAÇU),465.2,499.3,34.1,PAV,EOD,116BBA0750,Federal,,,,Federal,PAV,Feira de Santana
116,BA,Eixo Principal,-,116BBA0770,ENTR BR-116/242 (PARAGUAÇU),ENTR BR-116/242,499.3,500.6,1.3,PAV,,116BBA0770;242BBA0070,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0780,ENTR BR-116/242,ENTR BA-493 (ITATIM),500.6,525.9,25.3,PAV,,116BBA0780,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0790,ENTR BA-493 (ITATIM),ENTR BA-046 (P/ AMARGOSA),525.9,547.9,22,PAV,,116BBA0790,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0791,ENTR BA-046 (P/ AMARGOSA),ENTR BA-026 (P/ BREJÕES),547.9,567.3,19.4,PAV,,116BBA0791,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0792,ENTR BA-026 (P/ BREJÕES),ENTR BA-026 (P/ NOVA ITARANA),567.3,571.2,3.9,PAV,,116BBA0792,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0810,ENTR BA-026 (P/ NOVA ITARANA),ENTR BA-553 (P/ SANTA INÊS),571.2,593.8,22.6,PAV,,116BBA0810,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0812,ENTR BA-553 (P/ SANTA INÊS),ENTR BA-888 (P/IRAJUBA),593.8,609.3,15.5,PAV,,116BBA0812,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0814,ENTR BA-888 (P/IRAJUBA),ENTR BA-250 (ITAQUARA),609.3,625.6,16.3,PAV,,116BBA0814,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0830,ENTR BA-250 (ITAQUARA),ENTR BR-116/420 (ENTRONCAMENTO DE JAGUAQUARA),625.6,638,12.4,PAV,,116BBA0830,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0832,ENTR BR-116/420 (ENTRONCAMENTO DE JAGUAQUARA),ENTR BA-555 (P/ LAFAIETE COUTINHO),638,658.9,20.9,PAV,,116BBA0832,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0850,ENTR BA-555 (P/ LAFAIETE COUTINHO),ENTR BR-116/330 (TREVO TRANSPETRO - JEQUIÉ),658.9,676.8,17.9,PAV,,116BBA0850,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0870,ENTR BR-116/330 (TREVO TRANSPETRO - JEQUIÉ),ENTR BR-116/330/AV.GOV.LOMANTO JÚNIOR (JEQUIÉ),676.8,679.6,2.8,PAV,,116BBA0870;330BBA0230,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0890,ENTR BR-116/330/AV.GOV.LOMANTO JÚNIOR (JEQUIÉ),ENTR BR-116/330 (JEQUIÉ),679.6,681.2,1.6,PAV,,116BBA0890,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0910,ENTR BR-116/330 (JEQUIÉ),MANUEL VITORINO,681.2,713.8,32.6,PAV,,116BBA0910,Federal,,,,Federal,PAV,Jequié
116,BA,Eixo Principal,-,116BBA0915,MANUEL VITORINO,ENTR BR-030/116 (ACESSO OESTE BOA NOVA),713.8,740.2,26.4,PAV,,116BBA0915,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,Coinc,116BBA0925,ENTR BR-030/116 (ACESSO OESTE BOA NOVA),ENTR BR-030/116,740.2,743.2,3,PAV,,030BBA0380;116BBA0925,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,-,116BBA0930,ENTR BR-030/116,ENTR BA-262 (POÇÕES) (P/ NOVA CANAÃ),743.2,764.1,20.9,PAV,,116BBA0930,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,-,116BBA0932,ENTR BA-262 (POÇÕES) (P/ NOVA CANAÃ),ENTR BA-642 (PLANALTO),764.1,785.9,21.8,PAV,,116BBA0932,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,-,116BBA0934,ENTR BA-642 (PLANALTO),ENTR BA-641 (P/ LUCAIA),785.9,792.2,6.3,PAV,,116BBA0934,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,-,116BBA0950,ENTR BA-641 (P/ LUCAIA),ENTR BA-959 (P/JOSÉ GONÇALVES),792.2,814.5,22.3,PAV,,116BBA0950,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,-,116BBA0955,ENTR BA-959 (P/JOSÉ GONÇALVES),ROD. SANTOS DUMONT (NORTE VITÓRIA DA CONQUISTA),814.5,828.1,13.6,PAV,,116BBA0955,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,-,116BBA0957,ROD. SANTOS DUMONT (NORTE VITÓRIA DA CONQUISTA),ENTR BR-116/407/AV.BRUMADO (VITÓRIA DA CONQUISTA),828.1,831.9,3.8,PAV,,116BBA0957,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,-,116BBA0960,ENTR BR-116/407/AV.BRUMADO (VITÓRIA DA CONQUISTA),ENTR BR-116/415 (VITÓRIA DA CONQUISTA),831.9,835,3.1,PAV,,116BBA0960,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,-,116BBA0965,ENTR BR-116/415 (VITÓRIA DA CONQUISTA),ANEL RODOVIÁRIO SUDOESTE (VITÓRIA DA CONQUISTA),835,837.8,2.8,PAV,,116BBA0965,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,-,116BBA0970,ANEL RODOVIÁRIO SUDOESTE (VITÓRIA DA CONQUISTA),INÍCIO PONTE S/ RIO PARDO (CÂNDIDO SALES),837.8,920.1,82.3,PAV,,116BBA0970,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,-,116BBA0972,INÍCIO PONTE S/ RIO PARDO (CÂNDIDO SALES),ENTR BA-270 (P/ ENCRUZILHADA),920.1,922.6,2.5,PAV,,116BBA0972,Federal,,,,Federal,PAV,Vitória da Conquista
116,BA,Eixo Principal,-,116BBA0990,ENTR BA-270 (P/ ENCRUZILHADA),DIV BA/MG,922.6,945.3,22.7,PAV,,116BBA0990,Federal,,,,Federal,PAV,Vitória da Conquista
116,CE,Eixo Principal,-,116BCE0015,AV. 13 DE MAIO (FORTALEZA),AV. JORNALISTA TOMÁZ COELHO (FORTALEZA),0,9.4,9.4,DUP,,116BCE0015,Federal,,,,Federal,PAV,Fortaleza
116,CE,Eixo Principal,-,116BCE0017,AV. JORNALISTA TOMÁZ COELHO (FORTALEZA),ACESSO SUL DE MESSEJANA,9.4,11.8,2.4,DUP,,116BCE0017,Federal,,,,Federal,PAV,Fortaleza
116,CE,Eixo Principal,-,116BCE0020,ACESSO SUL DE MESSEJANA,ANEL VIÁRIO DE FORTALEZA,11.8,14.2,2.4,DUP,,116BCE0020,Federal,,,,Federal,PAV,Fortaleza
116,CE,Eixo Principal,-,116BCE0030,ANEL VIÁRIO DE FORTALEZA,ENTR CE-350 (ITAITINGA),14.2,25.8,11.6,DUP,,116BCE0030,Federal,,,,Federal,PAV,Fortaleza
116,CE,Eixo Principal,-,116BCE0040,ENTR CE-350 (ITAITINGA),ENTR CE-350 (COLUNA),25.8,35.7,9.9,DUP,,116BCE0040,Federal,,,,Federal,PAV,Fortaleza
116,CE,Eixo Principal,-,116BCE0050,ENTR CE-350 (COLUNA),ACESSO NORTE DE HORIZONTE,35.7,38.3,2.6,DUP,,116BCE0050,Federal,,,,Federal,PAV,Fortaleza
116,CE,Eixo Principal,-,116BCE0060,ACESSO NORTE DE HORIZONTE,ACESSO SUL DE HORIZONTE,38.3,42.5,4.2,DUP,,116BCE0060,Federal,,,,Federal,PAV,Fortaleza
116,CE,Eixo Principal,-,116BCE0070,ACESSO SUL DE HORIZONTE,ACESSO NORTE DE PACAJÚS,42.5,46.3,3.8,DUP,,116BCE0070,Federal,,,,Federal,PAV,Fortaleza
116,CE,Eixo Principal,-,116BCE0080,ACESSO NORTE DE PACAJÚS,ACESSO SUL DE PACAJÚS,46.3,54,7.7,DUP,,116BCE0080,Federal,,,,Federal,PAV,Fortaleza
116,CE,Eixo Principal,-,116BCE0090,ACESSO SUL DE PACAJÚS,ACESSO NORTE CHOROZINHO,54,64.7,10.7,PAV,,116BCE0090,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0095,ACESSO NORTE CHOROZINHO,ENTR BR-116/122/CE-354 (CHOROZINHO),64.7,65.7,1,PAV,,116BCE0095,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0100,ENTR BR-116/122/CE-354 (CHOROZINHO),ACESSO SUL CHOROZINHO,65.7,67.2,1.5,PAV,,116BCE0100;122BCE0010,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0105,ACESSO SUL CHOROZINHO,ENTR BR-116/122 (P/QUIXADA),67.2,70.7,3.5,PAV,,116BCE0105;122BCE0012,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0110,ENTR BR-116/122 (P/QUIXADA),ENTR CE-138 (P/MORADA NOVA),70.7,94.6,23.9,PAV,,116BCE0110,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0120,ENTR CE-138 (P/MORADA NOVA),ENTR BR-116/304 (BOQUEIRÃO DO CESÁRIO),94.6,114.1,19.5,PAV,,116BCE0120,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0130,ENTR BR-116/304 (BOQUEIRÃO DO CESÁRIO),ENTR CE-371 (PEDRAS),114.1,141.3,27.2,PAV,,116BCE0130,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0140,ENTR CE-371 (PEDRAS),ENTR CE-371,141.3,144,2.7,PAV,,116BCE0140,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0150,ENTR CE-371,ENTR CE-263 (P/JAGUARUANA),144,150.4,6.4,PAV,,116BCE0150,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0160,ENTR CE-263 (P/JAGUARUANA),RUSSAS (ACESSO PRINCIPAL),150.4,161.4,11,PAV,,116BCE0160,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0170,RUSSAS (ACESSO PRINCIPAL),ENTR CE-265 (P/MORADA NOVA),161.4,189.9,28.5,PAV,,116BCE0170,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0180,ENTR CE-265 (P/MORADA NOVA),ENTR CE-265 (P/LIMOEIRO DO NORTE),189.9,193.9,4,PAV,,116BCE0180,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0190,ENTR CE-265 (P/LIMOEIRO DO NORTE),ENTR CE-377 (PEIXE GORDO),193.9,206.9,13,PAV,,116BCE0190,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0200,ENTR CE-377 (PEIXE GORDO),ENTR BR-116/437,206.9,214.6,7.7,PAV,,116BCE0200,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0210,ENTR BR-116/437,ENTR CE-138 (P/ALTO SANTO),214.6,227.2,12.6,PAV,,116BCE0210,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0220,ENTR CE-138 (P/ALTO SANTO),ENTR CE-269,227.2,248.5,21.3,PAV,,116BCE0220,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0230,ENTR CE-269,ENTR CE-273 (P/AÇUDE CASTANHÃO),248.5,280.9,32.4,PAV,,116BCE0230,Federal,,,,Federal,PAV,Russas
116,CE,Eixo Principal,-,116BCE0240,ENTR CE-273 (P/AÇUDE CASTANHÃO),ENTR BR-116/226 (JAGUARIBE),280.9,309.6,28.7,PAV,,116BCE0240,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0250,ENTR BR-116/226 (JAGUARIBE),ENTR BR-116/226,309.6,319,9.4,PAV,,116BCE0250;226BCE0490,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0260,ENTR BR-116/226,ENTR BR-116/404/434/CE-282 (ACESSO LESTE ICÓ),319,375.9,56.9,PAV,,116BCE0260,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0270,ENTR BR-116/404/434/CE-282 (ACESSO LESTE ICÓ),ENTR CE-284 (P/UMARI),375.9,404.6,28.7,PAV,,116BCE0270,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0280,ENTR CE-284 (P/UMARI),ENTR BR-116/230,404.6,415.5,10.9,PAV,,116BCE0280,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0290,ENTR BR-116/230,ENTR CE-286 (P/IPAUMIRIM),415.5,424.3,8.8,PAV,,116BCE0290;230BCE0560,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0295,ENTR CE-286 (P/IPAUMIRIM),ENTR BR-116/230 (FELIZARDO),424.3,428.5,4.2,PAV,,116BCE0295;230BCE0550,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0310,ENTR BR-116/230 (FELIZARDO),DIV CE/PB,428.5,434.8,6.3,PAV,,116BCE0310,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0350,DIV PB/CE,ENTR CE-288 (P/AURORA),434.8,437.3,2.5,PAV,,116BCE0350,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0360,ENTR CE-288 (P/AURORA),ENTR CE-152/290 (BARRO),437.3,455.1,17.8,PAV,,116BCE0360,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0370,ENTR CE-152/290 (BARRO),ENTR CE-384 (P/MAURITI),455.1,476.3,21.2,PAV,,116BCE0370,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0380,ENTR CE-384 (P/MAURITI),ENTR CE-393 (MILAGRES),476.3,482,5.7,PAV,,116BCE0380,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0390,ENTR CE-393 (MILAGRES),ENTR CE-293,482,491.5,9.5,PAV,,116BCE0390,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0395,ENTR CE-293,ENTR CE-397 (BREJO SANTO),491.5,502.3,10.8,PAV,,116BCE0395,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0410,ENTR CE-397 (BREJO SANTO),ENTR CE-397 (P/PORTEIRAS),502.3,507.8,5.5,PAV,,116BCE0410,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0412,ENTR CE-397 (P/PORTEIRAS),ENTR CE-153 (JATI),507.8,526.5,18.7,PAV,,116BCE0412,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0414,ENTR CE-153 (JATI),AV. ANA TEREZA DE JESUS (PENAFORTE),526.5,544.5,18,PAV,,116BCE0414,Federal,,,,Federal,PAV,Icó
116,CE,Eixo Principal,-,116BCE0416,AV. ANA TEREZA DE JESUS (PENAFORTE),DIV CE/PE,544.5,548.2,3.7,PAV,,116BCE0416,Federal,,,,Federal,PAV,Icó
116,PB,Eixo Principal,-,116BPB0330,DIV CE/PB,ENTR PB-420,0,5.1,5.1,PAV,,116BPB0330,Federal,,,,Federal,PAV,Patos
116,PB,Eixo Principal,-,116BPB0340,ENTR PB-420,DIV PB/CE,5.1,13.4,8.3,PAV,,116BPB0340,Federal,,,,Federal,PAV,Patos
116,PE,Eixo Principal,-,116BPE0430,DIV CE/PE,ENTR PE-475 (P/CEDRO),0,0.1,0.1,PAV,,116BPE0430,Federal,,,,Federal,PAV,Salgueiro
116,PE,Eixo Principal,-,116BPE0440,ENTR PE-475 (P/CEDRO),ENTR BR-116/232/361 (SALGUEIRO),0.1,25.6,25.5,PAV,,116BPE0440,Federal,,,,Federal,PAV,Salgueiro
116,PE,Eixo Principal,-,116BPE0450,ENTR BR-116/232/361 (SALGUEIRO),ENTR PE-460,25.6,43.4,17.8,PAV,,116BPE0450,Federal,,,,Federal,PAV,Salgueiro
116,PE,Eixo Principal,-,116BPE0460,ENTR PE-460,ENTR BR-116/316/428,43.4,82.5,39.1,PAV,,116BPE0460,Federal,,,,Federal,PAV,Salgueiro
